node_id,dx_mm,dy_mm,dz_mm,total_mm
23381,0.0002385714,-0.0000359915,-0.0006376113,0.0006817330
23382,0.0002408975,-0.0000330354,-0.0006474752,0.0006916264
23383,0.0002427035,-0.0000303078,-0.0006550304,0.0006992055
23384,0.0002436595,-0.0000272388,-0.0006603736,0.0007044183
23385,0.0002443055,-0.0000245782,-0.0006634717,0.0007074489
23386,0.0002444315,-0.0000223361,-0.0006646911,0.0007085619
23387,0.0002437776,-0.0000197026,-0.0006638390,0.0007074588
23388,0.0002427738,-0.0000170176,-0.0006607319,0.0007041274
23389,0.0002409901,-0.0000141810,-0.0006553370,0.0006983866
23390,0.0002387666,-0.0000118531,-0.0006482407,0.0006909168
23391,0.0002359533,-0.0000087936,-0.0006391203,0.0006813413
23392,0.0002326302,-0.0000061726,-0.0006281124,0.0006698359
23393,0.0002286675,-0.0000030002,-0.0006151839,0.0006563148
23394,0.0002244950,0.0000000236,-0.0006004817,0.0006410743
23395,0.0002200524,0.0000030790,-0.0005839279,0.0006240227
23396,0.0002151209,0.0000061257,-0.0005662237,0.0006057423
23397,0.0002096894,0.0000093040,-0.0005467964,0.0005856983
23398,0.0002037182,0.0000131337,-0.0005257884,0.0005640276
23399,0.0001976180,0.0000167046,-0.0005035197,0.0005411691
23400,0.0001910782,0.0000206170,-0.0004800203,0.0005170642
23401,0.0001843086,0.0000246709,-0.0004551945,0.0004917116
23402,0.0001774908,0.0000287656,-0.0004298919,0.0004659801
23403,0.0001702619,0.0000331824,-0.0004028878,0.0004386442
23404,0.0001631451,0.0000375700,-0.0003757535,0.0004113618
23405,0.0001556576,0.0000423694,-0.0003473979,0.0003830271
23406,0.0001482412,0.0000470601,-0.0003185130,0.0003544582
23407,0.0001407859,0.0000518218,-0.0002894323,0.0003260019
23408,0.0001332607,0.0000567951,-0.0002596354,0.0002973124
23409,0.0001257558,0.0000617885,-0.0002297852,0.0002691348
23410,0.0001183136,0.0000668652,-0.0001998133,0.0002416494
23411,0.0001109653,0.0000719711,-0.0001698171,0.0002152463
23412,0.0001037638,0.0000771141,-0.0001399160,0.0001904993
23413,0.0000966623,0.0000822934,-0.0001101005,0.0001680414
23414,0.0000897277,0.0000875448,-0.0000807351,0.0001491084
23415,0.0000830120,0.0000926124,-0.0000516614,0.0001346735
23416,0.0000764533,0.0000977321,-0.0000231911,0.0001262319
23417,0.0000701936,0.0001027479,0.0000047361,0.0001245259
23418,0.0000641640,0.0001077118,0.0000319753,0.0001293880
23419,0.0000584064,0.0001125047,0.0000585289,0.0001396218
23420,0.0000528759,0.0001171956,0.0000842953,0.0001537413
23421,0.0000475635,0.0001217916,0.0001091469,0.0001703189
23422,0.0000425193,0.0001262674,0.0001330371,0.0001882823
23423,0.0000377147,0.0001304603,0.0001560088,0.0002068358
23424,0.0000331297,0.0001343850,0.0001778187,0.0002253362
23425,0.0000288291,0.0001380347,0.0001984047,0.0002434114
23426,0.0000248418,0.0001414423,0.0002177152,0.0002608121
23427,0.0000212565,0.0001446597,0.0002358288,0.0002774770
23428,0.0000178274,0.0001474659,0.0002527772,0.0002931899
23429,0.0000148166,0.0001500169,0.0002680455,0.0003075272
23430,0.0000121390,0.0001521115,0.0002822278,0.0003208392
23431,0.0000097328,0.0001539796,0.0002950036,0.0003329137
23432,0.0000075209,0.0001555333,0.0003065039,0.0003437904
23433,0.0000055354,0.0001567888,0.0003166080,0.0003533469
23434,0.0000038562,0.0001577008,0.0003254735,0.0003616869
23435,0.0000023454,0.0001583116,0.0003330323,0.0003687528
23436,0.0000009990,0.0001586095,0.0003393819,0.0003746172
23437,-0.0000001521,0.0001586599,0.0003444794,0.0003792611
23438,-0.0000011788,0.0001583543,0.0003483911,0.0003826929
23439,-0.0000020920,0.0001577696,0.0003510739,0.0003849006
23440,-0.0000028718,0.0001567565,0.0003525444,0.0003858347
23441,-0.0000034272,0.0001555461,0.0003528795,0.0003856557
23442,-0.0000038221,0.0001540014,0.0003522063,0.0003844221
23443,-0.0000041596,0.0001521620,0.0003505321,0.0003821561
23444,-0.0000044536,0.0001501437,0.0003479040,0.0003789461
23445,-0.0000046632,0.0001478878,0.0003443596,0.0003748014
23446,-0.0000048373,0.0001453761,0.0003399665,0.0003697767
23447,-0.0000049749,0.0001426887,0.0003347826,0.0003639563
23448,-0.0000050510,0.0001398354,0.0003288757,0.0003574055
23449,-0.0000051197,0.0001367743,0.0003223140,0.0003501709
23450,-0.0000051988,0.0001335792,0.0003151456,0.0003423261
23451,-0.0000052095,0.0001303472,0.0003074491,0.0003339797
23452,-0.0000051907,0.0001270242,0.0002992829,0.0003251651
23453,-0.0000052263,0.0001235442,0.0002906958,0.0003159027
23454,-0.0000052865,0.0001199871,0.0002817807,0.0003063090
23455,-0.0000053193,0.0001164180,0.0002725275,0.0002963995
23456,-0.0000053535,0.0001128467,0.0002630274,0.0002862629
23457,-0.0000054242,0.0001092283,0.0002534079,0.0002759997
23458,-0.0000055125,0.0001056417,0.0002436644,0.0002656368
23459,-0.0000056123,0.0001021219,0.0002338846,0.0002552693
23460,-0.0000056956,0.0000986679,0.0002240703,0.0002448985
23461,-0.0000058175,0.0000952475,0.0002143465,0.0002346281
23462,-0.0000059469,0.0000919568,0.0002047034,0.0002244881
23463,-0.0000060747,0.0000887132,0.0001951097,0.0002144172
23464,-0.0000062213,0.0000855776,0.0001857944,0.0002046504
23465,-0.0000063394,0.0000825449,0.0001766341,0.0001950729
23466,-0.0000064759,0.0000795751,0.0001676489,0.0001856887
23467,-0.0000065784,0.0000768825,0.0001591519,0.0001768715
23468,-0.0000066570,0.0000742549,0.0001507519,0.0001681792
23469,-0.0000066830,0.0000717889,0.0001429368,0.0001600914
23470,-0.0000066470,0.0000694577,0.0001353920,0.0001523140
23471,-0.0000066579,0.0000673494,0.0001281610,0.0001449328
23472,-0.0000066004,0.0000653365,0.0001213521,0.0001379810
23473,-0.0000064514,0.0000635073,0.0001150002,0.0001315289
23474,-0.0000062961,0.0000618804,0.0001090369,0.0001255304
23475,-0.0000061838,0.0000603752,0.0001034103,0.0001199045
23476,-0.0000058848,0.0000590400,0.0000982221,0.0001147517
23477,-0.0000055658,0.0000578536,0.0000935072,0.0001100982
23478,-0.0000051855,0.0000568463,0.0000891537,0.0001058621
23479,-0.0000047050,0.0000559882,0.0000852134,0.0001020693
23480,-0.0000042304,0.0000552992,0.0000816542,0.0000987082
23481,-0.0000036935,0.0000547193,0.0000784163,0.0000956920
23482,-0.0000030985,0.0000542485,0.0000755068,0.0000930257
23483,-0.0000024814,0.0000538766,0.0000729052,0.0000906863
23484,-0.0000017871,0.0000536138,0.0000705678,0.0000886422
23485,-0.0000010548,0.0000534500,0.0000684863,0.0000868815
23486,-0.0000002914,0.0000533751,0.0000666416,0.0000853821
23487,0.0000004860,0.0000533992,0.0000649765,0.0000841050
23488,0.0000013195,0.0000534921,0.0000634679,0.0000830140
23489,0.0000021599,0.0000536440,0.0000620799,0.0000820747
23490,0.0000029683,0.0000538547,0.0000607674,0.0000812516
23491,0.0000037977,0.0000541242,0.0000594697,0.0000805015
23492,0.0000045939,0.0000544326,0.0000581883,0.0000798116
23493,0.0000053480,0.0000547698,0.0000568239,0.0000791030
23494,0.0000060640,0.0000551157,0.0000553908,0.0000783751
23495,0.0000067208,0.0000555004,0.0000537942,0.0000775840
23496,0.0000073003,0.0000558838,0.0000520058,0.0000766870
23497,0.0000077987,0.0000562660,0.0000500008,0.0000756754
23498,0.0000081828,0.0000566969,0.0000477155,0.0000745537
23499,0.0000084375,0.0000571164,0.0000450471,0.0000732306
23500,0.0000085410,0.0000574746,0.0000420670,0.0000717350
23501,0.0000084701,0.0000578315,0.0000386728,0.0000700843
23502,0.0000082208,0.0000582970,0.0000347811,0.0000683802
23503,0.0000079145,0.0000587313,0.0000303439,0.0000665790
23504,0.0000074480,0.0000590440,0.0000255938,0.0000647820
23505,0.0000068045,0.0000593254,0.0000202665,0.0000630598
23506,0.0000058256,0.0000596254,0.0000143091,0.0000615944
23507,0.0000046576,0.0000599739,0.0000077925,0.0000606571
23508,0.0000033211,0.0000603109,0.0000006556,0.0000604058
23509,0.0000017184,0.0000606666,-0.0000071122,0.0000611062
23510,-0.0000001163,0.0000610306,-0.0000153934,0.0000629420
23511,-0.0000021958,0.0000613935,-0.0000245610,0.0000661606
23512,-0.0000044898,0.0000618946,-0.0000341655,0.0000708405
23513,-0.0000069568,0.0000621946,-0.0000446410,0.0000768725
23514,-0.0000097112,0.0000626429,-0.0000556325,0.0000843411
23515,-0.0000127089,0.0000631398,-0.0000671975,0.0000930787
23516,-0.0000159417,0.0000635352,-0.0000794862,0.0001029996
23517,-0.0000149520,0.0000620479,-0.0000765183,0.0000996421
23518,-0.0000138621,0.0000605476,-0.0000734291,0.0000961770
23519,-0.0000127771,0.0000589485,-0.0000700828,0.0000924650
23520,-0.0000115225,0.0000573341,-0.0000665563,0.0000885986
23521,-0.0000102192,0.0000562071,-0.0000628310,0.0000849200
23522,-0.0000088169,0.0000547270,-0.0000589357,0.0000809086
23523,-0.0000074308,0.0000534401,-0.0000547665,0.0000768793
23524,-0.0000059102,0.0000524885,-0.0000505087,0.0000730829
23525,-0.0000043262,0.0000515554,-0.0000460966,0.0000692934
23526,-0.0000026577,0.0000504223,-0.0000416366,0.0000654452
23527,-0.0000009392,0.0000493552,-0.0000372407,0.0000618360
23528,0.0000008271,0.0000486397,-0.0000327338,0.0000586345
23529,0.0000027374,0.0000478237,-0.0000282493,0.0000556114
23530,0.0000045987,0.0000472864,-0.0000240080,0.0000532310
23531,0.0000065055,0.0000467246,-0.0000196190,0.0000510923
23532,0.0000085378,0.0000462313,-0.0000156270,0.0000495421
23533,0.0000105979,0.0000457648,-0.0000119473,0.0000484714
23534,0.0000126393,0.0000455047,-0.0000084880,0.0000479841
23535,0.0000148926,0.0000452791,-0.0000054510,0.0000479760
23536,0.0000171746,0.0000453883,-0.0000025905,0.0000485981
23537,0.0000197803,0.0000452421,-0.0000000837,0.0000493773
23538,0.0000225449,0.0000454107,0.0000017778,0.0000507304
23539,0.0000256196,0.0000456300,0.0000024103,0.0000523858
23540,0.0000291334,0.0000457009,0.0000020617,0.0000542363
23541,0.0000326251,0.0000458286,0.0000001889,0.0000562556
23542,0.0000356004,0.0000461387,-0.0000046337,0.0000584606
23543,0.0000363702,0.0000463600,-0.0000109186,0.0000599271
23544,0.0000351779,0.0000466910,-0.0000163634,0.0000607066
23545,0.0000378030,0.0000410234,-0.0000100697,0.0000566867
23546,0.0000399227,0.0000359718,-0.0000068724,0.0000541758
23547,0.0000413771,0.0000318494,-0.0000064770,0.0000526156
23548,0.0000415975,0.0000290951,-0.0000079476,0.0000513814
23549,0.0000407612,0.0000275201,-0.0000102075,0.0000502297
23550,0.0000390863,0.0000269264,-0.0000127980,0.0000491586
23551,0.0000366812,0.0000271432,-0.0000152992,0.0000481282
23552,0.0000337569,0.0000278095,-0.0000174693,0.0000470964
23553,0.0000302418,0.0000289164,-0.0000190947,0.0000459927
23554,0.0000264050,0.0000302482,-0.0000198696,0.0000447993
23555,0.0000222047,0.0000318508,-0.0000200363,0.0000436919
23556,0.0000179584,0.0000336476,-0.0000193845,0.0000427835
23557,0.0000137865,0.0000357317,-0.0000182518,0.0000424258
23558,0.0000096319,0.0000379052,-0.0000163831,0.0000424027
23559,0.0000059329,0.0000404364,-0.0000139508,0.0000431848
23560,0.0000019689,0.0000433684,-0.0000109247,0.0000447666
23561,-0.0000017439,0.0000465365,-0.0000072915,0.0000471366
23562,-0.0000051581,0.0000501219,-0.0000031355,0.0000504841
23563,-0.0000084496,0.0000536888,0.0000014321,0.0000543685
23564,-0.0000116284,0.0000577024,0.0000064429,0.0000592140
23565,-0.0000147434,0.0000619877,0.0000118916,0.0000648171
23566,-0.0000175715,0.0000663259,0.0000175857,0.0000708317
23567,-0.0000199957,0.0000706082,0.0000233659,0.0000770150
23568,-0.0000224209,0.0000751286,0.0000291555,0.0000836484
23569,-0.0000242122,0.0000793046,0.0000353612,0.0000901436
23570,-0.0000258596,0.0000833704,0.0000414823,0.0000966443
23571,-0.0000266430,0.0000871738,0.0000475311,0.0001028024
23572,-0.0000263795,0.0000903648,0.0000531229,0.0001080913
23573,-0.0000252551,0.0000934297,0.0000579556,0.0001128086
23574,-0.0000224740,0.0000964217,0.0000617499,0.0001166846
23575,-0.0000176091,0.0000992941,0.0000637092,0.0001192823
23576,-0.0000110777,0.0001020091,0.0000625593,0.0001201759
23577,-0.0000026737,0.0001052118,0.0000573687,0.0001198660
23578,0.0000063379,0.0001080396,0.0000476481,0.0001182500
23579,0.0000160775,0.0001100816,0.0000335404,0.0001161955
23580,0.0000254174,0.0001109390,0.0000150207,0.0001148004
23581,0.0000342710,0.0001102400,-0.0000069339,0.0001156523
23582,0.0000420216,0.0001076158,-0.0000314145,0.0001197241
23583,0.0000487358,0.0001035406,-0.0000573106,0.0001279857
23584,0.0000545055,0.0000973005,-0.0000832599,0.0001391777
23585,0.0000597514,0.0000897586,-0.0001085991,0.0001530379
23586,0.0000643424,0.0000811081,-0.0001323433,0.0001680274
23587,0.0000686992,0.0000715669,-0.0001543568,0.0001834869
23588,0.0000725996,0.0000607756,-0.0001744630,0.0001984987
23589,0.0000757614,0.0000496030,-0.0001915046,0.0002118354
23590,0.0000777833,0.0000377532,-0.0002053236,0.0002227854
23591,0.0000794242,0.0000263571,-0.0002160020,0.0002316458
23592,0.0000803638,0.0000151480,-0.0002232615,0.0002377677
23593,0.0000809598,0.0000041167,-0.0002275636,0.0002415712
23594,0.0000805200,-0.0000068645,-0.0002289604,0.0002428033
23595,0.0000788312,-0.0000183909,-0.0002277142,0.0002416740
23596,0.0000829172,-0.0000173581,-0.0002373421,0.0002520076
23597,0.0000872617,-0.0000173198,-0.0002472676,0.0002627848
23598,0.0000904592,-0.0000187496,-0.0002577875,0.0002738409
23599,0.0000938668,-0.0000195696,-0.0002676624,0.0002843187
23600,0.0000976084,-0.0000201972,-0.0002786337,0.0002959258
23601,0.0001012824,-0.0000209053,-0.0002887270,0.0003066894
23602,0.0001053714,-0.0000214344,-0.0003000175,0.0003187053
23603,0.0001091395,-0.0000218316,-0.0003111396,0.0003304480
23604,0.0001132821,-0.0000228443,-0.0003226572,0.0003427279
23605,0.0001183179,-0.0000234644,-0.0003349489,0.0003560062
23606,0.0001230115,-0.0000238641,-0.0003477067,0.0003695961
23607,0.0001277886,-0.0000247999,-0.0003612862,0.0003840217
23608,0.0001327135,-0.0000256403,-0.0003747264,0.0003983594
23609,0.0001377276,-0.0000260478,-0.0003887885,0.0004132843
23610,0.0001434097,-0.0000266796,-0.0004035061,0.0004290633
23611,0.0001491601,-0.0000274029,-0.0004182987,0.0004449420
23612,0.0001546987,-0.0000281391,-0.0004340964,0.0004616960
23613,0.0001608448,-0.0000283521,-0.0004500907,0.0004788074
23614,0.0001676394,-0.0000290960,-0.0004671503,0.0004971709
23615,0.0001740802,-0.0000298627,-0.0004840686,0.0005152845
23616,0.0001813995,-0.0000305910,-0.0005016748,0.0005343400
23617,0.0001887051,-0.0000308523,-0.0005198913,0.0005539390
23618,0.0001961882,-0.0000315698,-0.0005384069,0.0005739063
23619,0.0002038779,-0.0000322784,-0.0005573727,0.0005943672
23620,0.0002122039,-0.0000331993,-0.0005766183,0.0006153222
23621,0.0002205171,-0.0000339888,-0.0005964440,0.0006368112
23622,0.0002295054,-0.0000349873,-0.0006168142,0.0006590573
23623,-0.0000235047,0.0000833411,0.0000540490,0.0001020759
23624,-0.0000222279,0.0000848914,0.0000698812,0.0001121785
23625,-0.0000219963,0.0000875915,0.0000864155,0.0001249949
23626,-0.0000212606,0.0000896386,0.0001022781,0.0001376514
23627,-0.0000200952,0.0000915684,0.0001192040,0.0001516516
23628,-0.0000189216,0.0000938137,0.0001345897,0.0001651466
23629,-0.0000174160,0.0000961991,0.0001491826,0.0001783621
23630,-0.0000159820,0.0000984958,0.0001626389,0.0001908095
23631,-0.0000143876,0.0001008071,0.0001754825,0.0002028871
23632,-0.0000130465,0.0001029891,0.0001872138,0.0002140700
23633,-0.0000116190,0.0001055283,0.0001984197,0.0002250369
23634,-0.0000096864,0.0001079906,0.0002085976,0.0002350931
23635,-0.0000083383,0.0001103053,0.0002175015,0.0002440157
23636,-0.0000067098,0.0001129159,0.0002258180,0.0002525644
23637,-0.0000053348,0.0001153134,0.0002327141,0.0002597720
23638,-0.0000038797,0.0001177773,0.0002394312,0.0002668592
23639,-0.0000025638,0.0001202774,0.0002450668,0.0002730036
23640,-0.0000010735,0.0001226223,0.0002493198,0.0002778448
23641,0.0000005551,0.0001250101,0.0002518513,0.0002811706
23642,0.0000022023,0.0001273884,0.0002543791,0.0002845020
23643,0.0000039459,0.0001299040,0.0002565546,0.0002875950
23644,0.0000057131,0.0001323716,0.0002579507,0.0002899887
23645,0.0000080617,0.0001340466,0.0002548278,0.0002880463
23646,0.0000103627,0.0001368245,0.0002542054,0.0002888749
23647,0.0000121884,0.0001394167,0.0002529595,0.0002890918
23648,0.0000154912,0.0001405882,0.0002456855,0.0002834897
23649,0.0000183071,0.0001426814,0.0002413376,0.0002809572
23650,-0.0000078845,0.0001117407,0.0002262402,0.0002524535
23651,-0.0000086583,0.0001105991,0.0002256621,0.0002514567
23652,-0.0000091382,0.0001090693,0.0002238222,0.0002491505
23653,-0.0000095016,0.0001072107,0.0002207585,0.0002455987
23654,-0.0000096641,0.0001050048,0.0002161802,0.0002405271
23655,-0.0000098213,0.0001027120,0.0002110905,0.0002349584
23656,-0.0000098466,0.0001002516,0.0002053281,0.0002287072
23657,-0.0000095732,0.0000978544,0.0001998746,0.0002227487
23658,-0.0000093641,0.0000950935,0.0001929573,0.0002153206
23659,-0.0000091515,0.0000922115,0.0001850924,0.0002069925
23660,-0.0000087870,0.0000892704,0.0001773533,0.0001987476
23661,-0.0000083842,0.0000862058,0.0001692714,0.0001901435
23662,-0.0000079448,0.0000832032,0.0001609163,0.0001813283
23663,-0.0000074686,0.0000800722,0.0001524851,0.0001723921
23664,-0.0000069965,0.0000770451,0.0001443815,0.0001638015
23665,-0.0000064702,0.0000740949,0.0001360917,0.0001550898
23666,-0.0000059132,0.0000711163,0.0001278099,0.0001463825
23667,-0.0000053315,0.0000682279,0.0001196839,0.0001378684
23668,-0.0000047105,0.0000654899,0.0001120759,0.0001298927
23669,-0.0000040259,0.0000628324,0.0001048454,0.0001222974
23670,-0.0000034046,0.0000603997,0.0000977021,0.0001149148
23671,-0.0000027138,0.0000580881,0.0000909512,0.0001079524
23672,-0.0000021699,0.0000558029,0.0000846434,0.0001014060
23673,-0.0000014484,0.0000538539,0.0000796303,0.0000961422
23674,-0.0000005933,0.0000519957,0.0000741488,0.0000905646
23675,0.0000003298,0.0000503362,0.0000691566,0.0000855364
23676,0.0000010863,0.0000485900,0.0000647172,0.0000809350
23677,0.0000020359,0.0000471212,0.0000606486,0.0000768297
23678,0.0000030373,0.0000459695,0.0000572362,0.0000734738
23679,0.0000041392,0.0000448544,0.0000542902,0.0000705441
23680,0.0000052957,0.0000438531,0.0000519256,0.0000681719
23681,0.0000063271,0.0000429360,0.0000499756,0.0000661899
23682,0.0000074486,0.0000422393,0.0000482790,0.0000645795
23683,0.0000085561,0.0000417527,0.0000472122,0.0000636042
23684,0.0000096888,0.0000412630,0.0000463297,0.0000627929
23685,0.0000109702,0.0000408754,0.0000453999,0.0000620669
23686,0.0000121361,0.0000405333,0.0000449354,0.0000617205
23687,0.0000132621,0.0000403541,0.0000446358,0.0000616173
23688,0.0000142909,0.0000402632,0.0000444034,0.0000616200
23689,0.0000153831,0.0000402750,0.0000442163,0.0000617560
23690,0.0000161580,0.0000403354,0.0000440751,0.0000618922
23691,0.0000170057,0.0000404210,0.0000436232,0.0000618550
23692,0.0000176702,0.0000405165,0.0000430280,0.0000616865
23693,0.0000181711,0.0000407116,0.0000420878,0.0000613107
23694,0.0000185941,0.0000409740,0.0000409311,0.0000608273
23695,0.0000187530,0.0000412269,0.0000391348,0.0000598571
23696,0.0000187495,0.0000416554,0.0000370886,0.0000588412
23697,0.0000184641,0.0000420326,0.0000343176,0.0000573181
23698,0.0000178142,0.0000425015,0.0000308623,0.0000554636
23699,0.0000170892,0.0000430249,0.0000266846,0.0000534346
23700,0.0000160724,0.0000434639,0.0000216801,0.0000511611
23701,0.0000147586,0.0000440499,0.0000157866,0.0000490656
23702,0.0000133759,0.0000446781,0.0000098134,0.0000476587
23703,0.0000114068,0.0000452178,0.0000025333,0.0000467031
23704,0.0000094754,0.0000457246,-0.0000052556,0.0000469908
23705,0.0000073575,0.0000462767,-0.0000137319,0.0000488285
23706,0.0000153515,0.0000348650,-0.0000128793,0.0000402133
23707,0.0000131478,0.0000358947,-0.0000062622,0.0000387364
23708,0.0000114193,0.0000370286,0.0000003285,0.0000387508
23709,0.0000097574,0.0000382336,0.0000070645,0.0000400865
23710,0.0000082099,0.0000394189,0.0000135709,0.0000424902
23711,0.0000065335,0.0000408105,0.0000208981,0.0000463132
23712,0.0000048400,0.0000424442,0.0000276840,0.0000509052
23713,0.0000033702,0.0000441958,0.0000348587,0.0000563893
23714,0.0000020907,0.0000459218,0.0000425821,0.0000626611
23715,0.0000009671,0.0000477050,0.0000503537,0.0000693700
23716,0.0000001074,0.0000493733,0.0000584984,0.0000765493
23717,-0.0000006244,0.0000512440,0.0000667486,0.0000841530
23718,-0.0000016373,0.0000537627,0.0000759540,0.0000930705
23719,0.0000069002,0.0000407712,0.0000253202,0.0000484873
23720,0.0000090189,0.0000394956,0.0000234883,0.0000468288
23721,0.0000108436,0.0000382644,0.0000224329,0.0000456616
23722,0.0000128658,0.0000371730,0.0000218123,0.0000449793
23723,0.0000150035,0.0000361674,0.0000210718,0.0000444658
23724,0.0000170397,0.0000355649,0.0000213295,0.0000448348
23725,0.0000188990,0.0000350007,0.0000224887,0.0000456942
23726,0.0000207974,0.0000344205,0.0000233885,0.0000465223
23727,0.0000227624,0.0000340217,0.0000244802,0.0000476957
23728,0.0000245173,0.0000337562,0.0000259069,0.0000491095
23729,0.0000261286,0.0000334684,0.0000272359,0.0000504443
23730,0.0000273846,0.0000333731,0.0000284495,0.0000517016
23731,0.0000283046,0.0000336198,0.0000299716,0.0000531953
23732,0.0000288943,0.0000338840,0.0000306832,0.0000540784
23733,0.0000293798,0.0000343303,0.0000306736,0.0000546134
23734,0.0000294980,0.0000350836,0.0000306552,0.0000551429
23735,0.0000290809,0.0000360089,0.0000293349,0.0000547985
23736,0.0000286026,0.0000371580,0.0000275221,0.0000543718
23737,0.0000274108,0.0000385673,0.0000244469,0.0000532582
23738,0.0000261227,0.0000399297,0.0000201029,0.0000517775
23739,0.0000243803,0.0000415902,0.0000148424,0.0000504425
23740,0.0000220728,0.0000434064,0.0000075560,0.0000492790
23741,0.0000378636,0.0000285122,-0.0000065056,0.0000478427
23742,0.0000360086,0.0000293882,0.0000003448,0.0000464802
23743,0.0000334571,0.0000301503,0.0000068756,0.0000455598
23744,0.0000305653,0.0000310543,0.0000122004,0.0000452488
23745,0.0000278062,0.0000319954,0.0000165106,0.0000454917
23746,0.0000251388,0.0000329459,0.0000206097,0.0000462834
23747,0.0000358054,0.0000300477,0.0000093256,0.0000476640
23748,0.0000374048,0.0000302475,0.0000117129,0.0000495099
23749,0.0000381902,0.0000308125,0.0000142015,0.0000510841
23750,0.0000390156,0.0000317737,0.0000159619,0.0000527879
23751,0.0000393626,0.0000330927,0.0000161281,0.0000538949
23752,0.0000388365,0.0000349237,0.0000158686,0.0000545871
23753,0.0000381276,0.0000372525,0.0000147032,0.0000552960
23754,0.0000369392,0.0000399062,0.0000109071,0.0000554614
23755,0.0000350393,0.0000427613,0.0000056926,0.0000555759
23756,0.0000426248,0.0000312295,0.0000004064,0.0000528424
23757,0.0000415933,0.0000314754,0.0000084415,0.0000528390
23758,0.0000403972,0.0000389444,-0.0000013285,0.0000561281
23759,0.0000404786,0.0000381492,0.0000061497,0.0000559616
23760,0.0000386723,0.0000433358,-0.0000062147,0.0000584137
23761,0.0000387084,0.0000417827,0.0000025137,0.0000570128
23762,0.0000419924,0.0000344377,0.0000013826,0.0000543252
23763,0.0000418136,0.0000336415,0.0000087106,0.0000543691
23764,0.0000408170,0.0000355826,0.0000098592,0.0000550396
23765,0.0000418555,0.0000295638,-0.0000007658,0.0000512493
23766,0.0000399578,0.0000296801,0.0000054550,0.0000500728
23767,0.0000404304,0.0000305385,0.0000085327,0.0000513812
23768,0.0000401817,0.0000286488,-0.0000039355,0.0000495057
23769,0.0000382896,0.0000293048,0.0000029564,0.0000483074
23770,0.0000367114,0.0000328095,0.0000210466,0.0000535457
23771,0.0000342910,0.0000330175,0.0000253517,0.0000539327
23772,0.0000316255,0.0000336450,0.0000282406,0.0000541266
23773,0.0000345324,0.0000385878,0.0000168985,0.0000544707
23774,0.0000322927,0.0000375669,0.0000211775,0.0000538756
23775,0.0000304018,0.0000371455,0.0000247720,0.0000540158
23776,0.0000308461,0.0000397342,0.0000172785,0.0000531868
23777,0.0000287462,0.0000422545,0.0000114735,0.0000523777
23778,0.0000331194,0.0000408737,0.0000131455,0.0000542251
23779,0.0000305073,0.0000437633,0.0000072511,0.0000538377
23780,0.0000272128,0.0000409640,0.0000164908,0.0000518703
23781,0.0000251763,0.0000430604,0.0000096671,0.0000508085
23782,0.0000290918,0.0000389122,0.0000215506,0.0000531500
23783,0.0000341772,0.0000341783,0.0000251862,0.0000545030
23784,0.0000334993,0.0000357376,0.0000237592,0.0000544415
23785,0.0000364156,0.0000343401,0.0000212625,0.0000543823
23786,0.0000356275,0.0000364951,0.0000201489,0.0000548378
23787,0.0000316192,0.0000345345,0.0000278922,0.0000545012
23788,0.0000311905,0.0000357211,0.0000271878,0.0000546627
23789,0.0000355474,0.0000311831,0.0000192739,0.0000510635
23790,0.0000327117,0.0000318991,0.0000232864,0.0000512822
23791,0.0000300413,0.0000325863,0.0000257580,0.0000512623
23792,0.0000336742,0.0000322979,0.0000244877,0.0000526949
23793,0.0000365164,0.0000318600,0.0000206728,0.0000526866
23794,0.0000314393,0.0000330791,0.0000277896,0.0000534314
23795,0.0000303688,0.0000329262,0.0000277508,0.0000526926
23796,0.0000297747,0.0000317076,0.0000186306,0.0000473182
23797,0.0000315828,0.0000316813,0.0000207477,0.0000493117
23798,0.0000326235,0.0000307818,0.0000144152,0.0000471127
23799,0.0000344990,0.0000309119,0.0000170134,0.0000493476
23800,0.0000271229,0.0000327034,0.0000223056,0.0000479864
23801,0.0000287050,0.0000325229,0.0000241208,0.0000496340
23802,0.0000146704,0.0000353881,-0.0000004662,0.0000383113
23803,0.0000181572,0.0000342480,-0.0000009764,0.0000387758
23804,0.0000215018,0.0000330950,-0.0000001577,0.0000394668
23805,0.0000249769,0.0000321914,0.0000010187,0.0000407575
23806,0.0000278904,0.0000313269,0.0000031057,0.0000420582
23807,0.0000309500,0.0000307545,0.0000051464,0.0000439343
23808,0.0000274602,0.0000306899,-0.0000126780,0.0000430890
23809,0.0000243581,0.0000320057,-0.0000064295,0.0000407311
23810,0.0000350178,0.0000288543,-0.0000091840,0.0000462943
23811,0.0000335429,0.0000299305,-0.0000017184,0.0000449880
23812,0.0000314280,0.0000295764,-0.0000105997,0.0000444391
23813,0.0000279533,0.0000310535,-0.0000050373,0.0000420843
23814,0.0000305945,0.0000304657,-0.0000022365,0.0000432341
23815,0.0000192770,0.0000333005,-0.0000135220,0.0000407844
23816,0.0000233630,0.0000319186,-0.0000135091,0.0000417986
23817,0.0000168656,0.0000345599,-0.0000070572,0.0000390978
23818,0.0000204245,0.0000331951,-0.0000070864,0.0000396143
23819,0.0000222445,0.0000331996,0.0000065019,0.0000404884
23820,0.0000196444,0.0000341367,0.0000112856,0.0000409705
